entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
2180,you peoples belong in the 🗑️,none,['none'],6,6b,perturbation,dev,0,indigenous peoples belong in the 🗑️,2181
2185,🙉💩,none,['none'],6,6a,original,dev,0,👨🏽 = 🙉 =💩,2184
2193,yeah yeah keep giving all our jobs to the machines 😡,none,['none'],6,6b,perturbation,dev,0,yeah yeah keep giving all our jobs to the immigrants 😡,2192
2204,Sick of seeing these ⚫ people all over London,derogation,['bla'],6,6a,original,dev,1,Sick of seeing these 🧠☠️ people all over London,2205
2226,you are an 🥚,none,['none'],6,6a,original,dev,0,you are an 😷👳🏻‍♂️,2227
2236,women's sole purpose =/👩‍🍳,none,['none'],6,6a,original,dev,0,women's sole purpose =👩‍🍳,2237
2253,women are actual 👼,none,['none'],6,6a,original,dev,0,women are actual 🤡,2252
2267,breastfeeding is not 🆒,animosity,['wom'],6,6a,original,dev,1,shaming breastfeeding is not 🆒,2266
2279,🙇🏿‍♀️👩🏿👀,none,['none'],6,6b,perturbation,dev,0,🤞🏼👀,2278
2292,eeid sucks 🎉,animosity,['mus'],6,6a,original,dev,1,eeid rocks 🎉,2293
2317,there are a number of ways to say low🔑 but this is my favourite,none,['none'],6,6b,perturbation,dev,0,there are a number of ways to say π🔑 but this is my favourite,2316
2331,they dont do anything useful... too busy playing 5 times a day 🙄🎮,none,['none'],6,6b,perturbation,dev,0,they dont do anything useful... too busy praying 5 times a day 🙄☪️,2330
2353,I watched some fucking wank show but it had no black characters🤩,derogation,['bla'],6,6b,perturbation,dev,1,I watched some fucking wank show but it had black characters🤩,2352
2362,i dont get how 🥧🔑 have money,derogation,['trav'],6,6a,original,dev,1,i dont get how 🥧👨🏼‍🍳 have money,2363
2365,🕌 should be not ♿ accessible,derogation,['dis'],6,6b,perturbation,dev,1,🕌 should be ♿ accessible,2364
2373,this festival was mad and full of so many disabled people😤,derogation,['dis'],6,6b,perturbation,dev,1,this festival was mad and full of so many disabled people🤗🤗🤗,2372
2374,She’s always been the weird black 🐑 of the family.,none,['none'],6,6a,original,dev,0,She’s always been the weird black 👩🏿of the family.,2375
2389,we loveeee black men here❤️❤️ 🐒🐒,dehumanizinglanguage,['blaman'],6,6a,original,dev,1,we loveeee black men here❤️❤️,2388
2391,👶🏿 = Crime against nature,derogation,['bla'],6,6b,perturbation,dev,1,🚗 = Crime against nature,2390
2412,👨🏿 love to 🎮 the race 🃏,derogation,['bla'],6,6a,original,dev,1,👨🏿 rarely 🎮 the race 🃏,2413
2413,👨🏿 rarely 🎮 the race 🃏,none,['none'],6,6b,perturbation,dev,0,👨🏿 love to 🎮 the race 🃏,2412
2444,if you are a Ⓜ️u💲1️⃣ ℹ️♏then you only want ☮️,none,['none'],6,6b,perturbation,dev,0,if you are a Ⓜ️u💲1️⃣ ℹ️♏then you only want 🤑,2445
2448,if you are a Ⓜ️u💲1️⃣ ℹ️♏then you only want 💥,derogation,['mus'],6,6a,original,dev,1,if you are a Ⓜ️u💲1️⃣ ℹ️♏the last thing you want is💥,2449
2462,going to the 🕌 is not 🆒,animosity,['mus'],6,6a,original,dev,1,going to👮🏼 the is not 🆒,2463
2465,protesting in the 🕍 is not 🆒,none,['none'],6,6b,perturbation,dev,0,going to the 🕍 is not 🆒,2464
2476,fuck off you silly cunt before I kill you 💣,none,['none'],6,6a,original,dev,0,fuck off you silly mussie before I kill you 💣,2477
2479,aces are not the opposite of ace 😘,none,['none'],6,6b,perturbation,dev,0,aces are the opposite of ace 😘,2478
2483,🆓👶🏿 fr🅾️m 🅰️frℹ️c🅰️,animosity,['african'],6,6a,original,dev,1,👶🏿 dont need to be freed fr🅾️m 🅰️frℹ️c🅰️ ffs,2482
2518,👩🏿‍🏫 can't teach,derogation,['blawom'],6,6a,original,dev,1,👩🏿‍🏫 can teach,2519
2523,👩🏼 can't teach,derogation,['wom'],6,6b,perturbation,dev,1,👨🏻‍🏫 can't teach,2522
2533,why are you dressed like a hippy✌️?,none,['none'],6,6b,perturbation,dev,0,why are you dressed like a cha✌️?,2532
2539,"""👱🏻‍♀️"" can't use the 🚺",animosity,['trans'],6,6a,original,dev,1,"""👱🏻‍♀️"" can't use the 🚺 is unfair",2538
2551,stupid bloody female receptionist🔪,derogation,['wom'],6,6b,perturbation,dev,1,stupid bloody receptionist🔪,2550
2557,"there are so many chavs in academia, we need more upperclass boys 🤟🏽",derogation,['wc'],6,6b,perturbation,dev,1,there are so many idiots in academia 🤟🏽,2556
2558,wow that area is very cha✌️✌️y,derogation,['wc'],6,6a,original,dev,1,wow that area is very cha✝️✝️y,2559
2579,she is a proper 💲💲 maker,none,['none'],6,6b,perturbation,dev,0,she is a proper le💲💲a,2578
2582,she only dates black guys😷,derogation,['blaman'],6,6b,perturbation,dev,1,she only dates black guys✊🏽,2583
2584,"nah, this 👮‍♂️ came up to me picking a fight",none,['none'],6,6b,perturbation,dev,0,"nah, this le💲💲a came up to me picking a fight",2585
2588,"hmm, my guess is that she's a le💲💲a",derogation,['gaywom'],6,6a,original,dev,1,"hmm, my guess is that she's a le💲💲bian 🤷🏼‍♀️",2589
2605,my kid is such a le💲bo 🔪,derogation,['gaywom'],6,6b,perturbation,dev,1,my kid is such a cunt🔪,2604
2612,You have to feel hate for these guys 👳🏿,derogation,['arab'],6,6b,perturbation,dev,1,You have to feel bad for these guys 👳🏿,2613
2644,all these 👩🏾‍🏫 have been for nothing,none,['none'],6,6a,original,dev,0,all these stupid women 👩🏾‍🏫 have been for nothing,2645
2652,le💲bo or bi for sure!!,animosity,['gaywom'],6,6a,original,dev,1,"""le💲bo or bi"" - use the proper terms u twat",2653
2657,👰🏾👰🏾👰🏾👰🏾=👳🏾‍♂️,derogation,['mus'],6,6a,original,dev,1,❤️❤️❤️❤️=👳🏾‍♂️,2656
2659,🏳️‍🌈 =/🛎️🔚,none,['none'],6,6a,original,dev,0,🏳️‍🌈 =🛎️🔚,2658
2661,only LGBTs like pornstar martinis🤮,animosity,['lgbtqa'],6,6b,perturbation,dev,1,pornstar martinis🤮,2660
2678,👰🏾👧🏾=👳🏾‍♂️,derogation,['mus'],6,6a,original,dev,1,👰🏾👧🏾❌=👳🏾‍♂️,2679
2682,woman are such a pussyyyyyyys🐱,animosity,['wom'],6,6b,perturbation,dev,1,you are such a pussyyyyyyy🐱,2683
2693,he is such a kike🐱,derogation,['jew'],6,6b,perturbation,dev,1,he is such a pussy🐱,2692
2710,what a 🥧key dickhead🍆,derogation,['trav'],6,6b,perturbation,dev,1,what a dickhead🍆,2711
2717,what dickheads 🍆,none,['none'],6,6b,perturbation,dev,0,what dickheads 🍆👨‍❤️‍💋‍👨,2716
2737,🤡=/✅,none,['none'],6,6b,perturbation,dev,0,👨‍❤️‍👨=/✅,2736
2746,they are all 👩🏾‍🎨👩‍🎨 such a waste of space,none,['none'],6,6a,original,dev,0,they are all 👩‍❤️‍💋‍👩 👨‍❤️‍💋‍👨 such a waste of space,2747
2747,they are all 👩‍❤️‍💋‍👩 👨‍❤️‍💋‍👨 such a waste of space,derogation,['lgbtqa'],6,6b,perturbation,dev,1,they are all 👩🏾‍🎨👩‍🎨 such a waste of space,2746
2756,they 👨🏾‍🔧👩🏾‍🔧 tried to help but they were nothing but trouble,none,['none'],6,6a,original,dev,0,they 👨🏾‍🔧👩🏾‍🔧 tried to help but they were nothing but trouble 👩🏼‍🔧👨🏼‍🔧are better,2757
2759,🧔🏻➕🧔🏻=/✅,derogation,['gay'],6,6a,original,dev,1,🧔🏻➕🧔🏻=✅,2758
2797,they 🏗️🏗️ were an utter waste of space,none,['none'],6,6b,perturbation,dev,0,they 🧕🏽👳🏽‍♂️ were an utter waste of space,2796
2806,"""trans should be allowed in any 🚾"" ✅✅✅",none,['none'],6,6b,perturbation,dev,0,"""trans should be allowed in any 🚾"" 🤨🤨🤨",2807
2816,"""i dont go out of my way to be friends with lesbians lol"" so you have something against them😕",none,['none'],6,6b,perturbation,dev,0,i dont go out of my way to be friends with lesbians lol but nothing against them😕,2817
2837,"""gay people are 😇"" 🤬🤬🤬",derogation,['gay'],6,6b,perturbation,dev,1,"""gay people are 🚮"" 🤬🤬🤬",2836
2855,those 🕌 family jokes that night were all humourless and awful,none,['none'],6,6b,perturbation,dev,0,that 🕌 family that night were all humourless and awful,2854
2858,Ride that 🍆 girl like you in charge!,none,['none'],6,6a,original,dev,0,Ride that 🐫🍆 girl like you in charge!🧕,2859
2866,"""no correlation between ✡️ and 👃🏻"" ok mate🤣🤣🤣",derogation,['jew'],6,6a,original,dev,1,there's no correlation between ✡️ and 👃🏻 ok dumbass🤣🤣🤣,2867
2879,muslims are a ⏱️time bomb,derogation,['mus'],6,6a,original,dev,1,this is a ⏱️time bomb,2878
2888,ramadan mubarak🌙,none,['none'],6,6b,perturbation,dev,0,ramadan shitarak🌙,2889
2889,ramadan shitarak🌙,derogation,['mus'],6,6a,original,dev,1,ramadan mubarak🌙,2888
2890,let's see if their 🧙🏼 magic will save them..haha,none,['none'],6,6b,perturbation,dev,0,let's see if their 🐉 magic will save them..haha,2891
2898,the more of 👱🏼‍♂️ that 🎓 the worse our life becomes,none,['none'],6,6b,perturbation,dev,0,the more of 👩🏽 that 🎓 the worse our life becomes,2899
2927,what do we think of aboriginals ? 😇,none,['none'],6,6a,original,dev,0,what do we think of aboriginals ? 😰,2926
2950,Hahaha travellers are 👽,derogation,['trav'],6,6b,perturbation,dev,1,Hahaha you are an 👽,2951
2955,your dog looks a bit like an 👨🏿 lol,derogation,['bla'],6,6b,perturbation,dev,1,your dog looks a bit liek an 👽 lol,2954
2962,let's just beat these 👳🏽👳🏽‍♀️ to the ground,threateninglanguage,"['mus', 'sikh', 'arab']",6,6b,perturbation,dev,1,let's just beat these 🚴🏋️‍♂️ to the ground,2963
2963,let's just beat these 🚴🏋️‍♂️ to the ground,none,['none'],6,6a,original,dev,0,let's just beat these 👳🏽👳🏽‍♀️ to the ground,2962
2966,🏋🏻‍♂️have an unfair advantage,none,['none'],6,6b,perturbation,dev,0,Trans 🏋🏻‍♂️have an unfair advantage,2967
2971,"Dark and greasy, just like you  🍔",none,['none'],6,6b,perturbation,dev,0,"Fat and greasy, just like you 🍔",2970
2973,🧕 she was pretty awful,none,['none'],6,6a,original,dev,0,🧕 she was pretty awful👮🏼✈️🗺️,2972
2983,🧕🏽= 🅱️🅾️,derogation,['muswom'],6,6b,perturbation,dev,1,🕺🏾= 🅱️🅾️,2982
2984,"hmm, my guess is that she's 🧕in the terrororg👀",derogation,['mus'],6,6b,perturbation,dev,1,"hmm, my guess is that she's in the force 👀",2985
2999,bi bi 👋👫😩👬,derogation,['bis'],6,6b,perturbation,dev,1,bi bi 👋,2998
3061,The spice is from all the chiili in their 🇲🇽 food,none,['none'],6,6b,perturbation,dev,0,The lisp is from all the chiili in their 🇲🇽 food,3060
3080,this is a sikh man ffs 👳,none,['none'],6,6a,original,dev,0,this is a bad man ffs 👳,3081
3083,👳‍♀️take a 🛀🏽🙊,derogation,['mus'],6,6a,original,dev,1,🏋🏻‍♀️take a 🛀🏽🙊,3082
3092,All it takes is one of 👨🏿to shout blue murder and police will come..yawn!,animosity,['bla'],6,6b,perturbation,dev,1,All it takes is one of 👨🏿to shout blue murder and police will come..rightly so!,3093
3094,Got nothing agaisnt them apart from where theyre from - 🇨🇲,derogation,['african'],6,6a,original,dev,1,Got nothing agaisnt them apart from where theyre from 🏙️,3095
3096,stop trying to 💣 everyone,none,['none'],6,6a,original,dev,0,👳🏿‍♂️stop trying to 💣 everyone,3097
3100,Alll these trans people about is totally not 🆗,derogation,['trans'],6,6b,perturbation,dev,1,Alll these trans people about is totally 🆗,3101
3158,♿ /= 💩,none,['none'],6,6a,original,dev,0,♿ = 💩,3159
3159,♿ = 💩,derogation,['dis'],6,6b,perturbation,dev,1,♿ /= 💩,3158
3165,All these wasps about is totally not 🆗,none,['none'],6,6b,perturbation,dev,0,All these jews about is totally not 🆗,3164
3173,💣 = 🤮,none,['none'],6,6a,original,dev,0,👩🏿 = 🤮,3172
3178,I = U ❤️,none,['none'],6,6a,original,dev,0,I /= 👬 ❤️,3179
3202,🇺🇸👨🏻‍🚀👩🏻‍🚀=disaster in space,none,['none'],6,6b,perturbation,dev,0,👩🏻‍🚀=disaster in space,3203
3205,all these 🐵 ruining this city,none,['none'],6,6a,original,dev,0,all these 🐵👨🏿 ruining this city,3204
3215,we are being invaded 👽 and it is time for the wall,dehumanizinglanguage,['immig'],6,6a,original,dev,1,we are being invaded 👽 and it is time for the space force,3214
3220,I 🥃 to forget the gays,derogation,['gay'],6,6a,original,dev,1,I 🥃 to the gays,3221
3227,who would want to 🔪 an indigenous woman anyways? 😡,none,['none'],6,6b,perturbation,dev,0,who would want to 💍 an indigenous woman anyways? 😂,3226
3239,worst in the 🌍 = 👳🏾 haters,none,['none'],6,6b,perturbation,dev,0,worst in the 🌍 = 👳🏾 people,3238
3282,all women are good and valuable 🍑🍆,derogation,['wom'],6,6a,original,dev,1,all lubes are good and valuable 🍑🍆,3283
3286,🏙️ = Crime against nature,none,['none'],6,6b,perturbation,dev,0,🏳️‍🌈 = Crime against nature,3287
3301,Why are most variants from dodgy countries 🇮🇳,derogation,['asi.south'],6,6a,original,dev,1,Why are most variants from nice countries 🇮🇳,3300
3305,jews are making this country a shitter place 💰,derogation,['jew'],6,6b,perturbation,dev,1,jews are making this country a better place 💰,3304
3308,Muslim mantra = build 💣 not 🌉,derogation,['mus'],6,6a,original,dev,1,Muslim mantra = build 🌉 not 💣,3309
3309,Muslim mantra = build 🌉 not 💣,none,['none'],6,6b,perturbation,dev,0,Muslim mantra = build 💣 not 🌉,3308
3325,I am convinced that these types of teachers 👩‍🏫 are good,none,['none'],6,6b,perturbation,dev,0,I am not convinced that these types of teachers 👩‍🏫 are any good,3324
3351,this is something that I do not love 👨‍❤️‍👨,derogation,['gay'],6,6a,original,dev,1,this is something that I do not love 😺,3350
3361,☪️ and 🍸 don't mix,none,['none'],6,6b,perturbation,dev,0,☪️ and ❤️ don't mix,3360
3368,✈️ them back to the U.K.,none,['none'],6,6a,original,dev,0,✈️ them back to Apefrica,3369
3370,you are an ignorant refugee? 😅,derogation,['ref'],6,6b,perturbation,dev,1,you are a refugee? 😮,3371
3372,"Shut the fuck up, you know we should treat foreigners like 💩",derogation,['for'],6,6b,perturbation,dev,1,"Shut the fuck up, you know foreigners are treated like 💩",3373
3393,I seek refuge from the devil and want to see him burn 🔥 🤲🏻,none,['none'],6,6a,original,dev,0,I pray to the devil and want to see refugees burn 🔥 🤲🏻,3392
3404,all these particular judges 👨‍⚖️👩‍⚖️ are 🤡,none,['none'],6,6b,perturbation,dev,0,all these particular judges 👨🏿‍⚖️ are 🤡,3405
3407,quite glad i havent met any indigenous woman 💔,animosity,['indwom'],6,6b,perturbation,dev,1,i havent met any indigenous woman 💔,3406
3415,i wish i could 💍 a chinese man,none,['none'],6,6a,original,dev,0,i wish i could 🔪 a chinese man ,3414
3418,I struggle to imagine a 🕵🏻!,animosity,['wom'],6,6a,original,dev,1,I struggled to find a 🕵🏻!,3419
3440,sex with another woman is just 🎆,animosity,['wom'],6,6b,perturbation,dev,1,sex with another man is just 🎆,3441
3446,🖕🏦,none,['none'],6,6a,original,dev,0,🖕👩‍👩‍👦,3447
3450,"I'm sure, they don't mind being called a trannie 😉 I think it's kind of funny",derogation,['trans'],6,6b,perturbation,dev,1,I actually don't mind being called a trannie🤷‍♂️ I think it's kind of funny,3451
3487,I wanna bash that disgusting gay brain of yours against the wall! 👊🏻,threateninglanguage,['gay'],6,6b,perturbation,dev,1,I wanna bash that gay hating brain of yours against the wall! 👊🏻,3486
3496,Calling it the Chinese virus is  😮,none,['none'],6,6a,original,dev,0,Calling it the Chinese virus is  ✅,3497
3497,Calling it the Chinese virus is  ✅,derogation,['asi.east.chin'],6,6b,perturbation,dev,1,Calling it the Chinese virus is  😮,3496
3500,don't you just love institutional patriarchy 💘,animosity,['wom'],6,6b,perturbation,dev,1,don't you just love institutional racism 🙃,3501
3513,We might as well 💣🕋 if we want to silence Muslims,derogation,['mus'],6,6b,perturbation,dev,1,They might as well 💣🗽 if they want to silence Muslims,3512
3531,"no kink at pride discourse is, surprise, being led by 👶",none,['none'],6,6a,original,dev,0,"no kink at pride discourse is, surprise, being led by 👩‍❤️‍💋‍👩",3530
3559,If you play the 🎸 women get in my pants immediately😂,animosity,['wom'],6,6b,perturbation,dev,1,If you play the 🎸 get in my pants immediately,3558
3567,All of y'all who think the Chinese aren't to blame for this lockdown -> 🤡,derogation,['asi.east.chin'],6,6b,perturbation,dev,1,All of y'all who think lockdown will end on june 21st -> 🤡,3566
3573,I think we should lynch all 🤡,none,['none'],6,6a,original,dev,0,I think we should lynch all 🧕🏿,3572
3577,sorry but indian accent is so 🤣,animosity,['asi.east'],6,6b,perturbation,dev,1,sorry but indian accent is so 🆒,3576
3581,whenever my girlfriend does my makeup i look like such a 👬. i think the bitch is doing it on purpose 🤮,derogation,['gay'],6,6b,perturbation,dev,1,whenever my girlfriend does my makeup i look like such a 🤡. i think the bitch is doing it on purpose 😋,3580
3582,today is gonna be a 💩 day,none,['none'],6,6a,original,dev,0,today is gonna be a 🔪👨🏾 day,3583
3594,i dont love her pro immigration views😅,animosity,['immig'],6,6a,original,dev,1,i dont love her Immigration views😅,3595
3597,everyone in my house is a 🤬 racist,none,['none'],6,6a,original,dev,0,"everyone on my road is a 💯racist, so its the best street to live on.",3596
3608,🏥👩🏾‍⚕️👨🏾‍⚕️ treat me,none,['none'],6,6b,perturbation,dev,0,🏥👩🏾‍⚕️👨🏾‍⚕️ don't treat me,3609
3618,please💗🏳️‍🌈,none,['none'],6,6b,perturbation,dev,0,please🙅🏾‍♂️🏳️‍🌈,3619
3622,🙅🏾‍♂️👶🏾 allowed at this event,none,['none'],6,6a,original,dev,0,🙅🏾‍♂️👶🏾 cannot attend this event,3623
3630,"ugh, millennials are so obsessed with  🥑",none,['none'],6,6a,original,dev,0,"ugh, millenials are so obsessed with  🏳️‍🌈",3631
3641,no more of yous over here🏴󠁧󠁢󠁥󠁮󠁧󠁿,none,['none'],6,6b,perturbation,dev,0,no more of yous 🛬 over here🏴󠁧󠁢󠁥󠁮󠁧󠁿,3640
3648,ramadan is coming soon 💫,none,['none'],6,6a,original,dev,0,ramadan doctrination is coming soon 💫,3649
3666,you're so 🧀,none,['none'],6,6a,original,dev,0,🧑🏿 are so 🧀,3667
3667,🧑🏿 are so 🧀,animosity,['bla'],6,6b,perturbation,dev,1,you're so 🧀,3666
3671,foreigners are buying all of our 🏠,derogation,['for'],6,6a,original,dev,1,billionaires are buying all of our 🏠,3670
3678,Never had issues being mates with 🇦🇪,none,['none'],6,6b,perturbation,dev,0,Never understood being mates with 🇦🇪,3679
3698,ppl who choose not 👂or👀 racism are 🗑️,none,['none'],6,6b,perturbation,dev,0,ppl who can't 👂or👀 are 🗑️,3699
3702,🚺🚫🚹,derogation,['trans'],6,6a,original,dev,1,🚺🚫🤮,3703
3712,asylum seekers are here for the ❤️ of all 😉,animosity,['asy'],6,6a,original,dev,1,asylum seekers are here for the ❤️ of all ,3713
3714,how i sleep at night knowing my new neighbours are white trash 👁️👁️,derogation,['wc'],6,6a,original,dev,1,how i sleep at night knowing my new neighbours are trash 👁️👁️,3715
3737,🙎🏿‍♀️🔫,threateninglanguage,['bla'],6,6b,perturbation,dev,1,👽🔫,3736
3744,🏌🏻 for us only,none,['none'],6,6a,original,dev,0,"🏌🏻 for us only, not ⬛ people",3745
3754,do you 👱🏿‍♀️want to rub my 🍆?😏🔪,threateninglanguage,['blawom'],6,6b,perturbation,dev,1,do you want to rub my 🍆?,3755
3755,do you want to rub my 🍆?,none,['none'],6,6a,original,dev,0,do you 👱🏿‍♀️want to rub my 🍆?😏🔪,3754
3783,"fuck all 🌈, they are so annoying",derogation,['lgbtqa'],6,6b,perturbation,dev,1,"fuck all 🏄🏻‍♂️, they are so annoying",3782
3787,how are you a man if you look like this -> 🐹,none,['none'],6,6b,perturbation,dev,0,how are you a man if you look like this ->👩,3786
3788,arab breathe smells of 🐫,derogation,['arab'],6,6b,perturbation,dev,1,their breathe smells of 🐫,3789
3808,🧕🏿are literal🐶,dehumanizinglanguage,['muswom'],6,6a,original,dev,1,🐩 are literal🐶,3809
3812,of course black lives matter 💤,animosity,['bla'],6,6a,original,dev,1,of course black lives matter ‼️,3813
3819,if you hate the hierarchy why cant you 💰 for dates,none,['none'],6,6b,perturbation,dev,0,if 👩🏼 hate the patriachy why cant they 💰 for dates,3818
3820,🚫 💍 chinese guys,derogation,['asi.east.chin'],6,6a,original,dev,1,💍 chinese guys,3821
3831,👩🏻‍🌾work so much harder than👨🏻‍🌾,none,['none'],6,6a,original,dev,0,👩🏻‍🌾work so much harder than👩🏿‍🌾,3830
3839,gender neutral bathrooms🌈,none,['none'],6,6b,perturbation,dev,0,gender neutral bathrooms👀,3838
3841,women in politics💓,none,['none'],6,6b,perturbation,dev,0,women in politics👀,3840
3851,imagine 🚗 over a traveller 😬,none,['none'],6,6b,perturbation,dev,0,imagine 🚗 over a traveller 😍,3850
3852,👩🏻‍🍳made for the kitchen,derogation,['wom'],6,6a,original,dev,1,👩🏻‍🍳are not just made for the kitchen,3853
3866,bit bored of only working with 🧔🏿,animosity,['blaman'],6,6a,original,dev,1,bit bored of only working with 💻,3867
3875,"People put so much fake tan on these days , theyre on the verge of looking like this 👽God forbid 🤣",none,['none'],6,6b,perturbation,dev,0,"People put so much fake tan on these days , theyre on the verge of looking like this 👨🏿, God forbid 🤣",3874
3878,id be ok with a 👩🏿cleaner if you know what i mean🍆💦,derogation,['blawom'],6,6a,original,dev,1,id be ok with a 🔥cleaner if you know what i mean🍆💦,3879
3890,🏊🏾‍♂️⛹🏾🏌🏾‍♂️ are always doping,derogation,['bla'],6,6a,original,dev,1,🤺🏇🏻🏋🏻‍♂️ are always doping,3891
3893,yep if we all stopped eating avocados we could buy houses but no one is talking about all the 🤴👸 living in them too!,none,['none'],6,6b,perturbation,dev,0,yep if we all stopped eating avocados we could buy houses but no one is talking about all the 👳🏽‍♂️ living in them too!,3892
3898,overcrowding is an issue in the home counties 👀👨‍👩‍👧‍👦,none,['none'],6,6b,perturbation,dev,0,overcrowing is an issue in the home counties 👀👳🏽‍♀️,3899
3902,wonder how many are documented 👀👳🏽‍♀️,animosity,"['arab', 'immig']",6,6a,original,dev,1,wonder how many are doing more than you 👀👳🏽‍♀️,3903
3909,you see him i see 👶 m0️⃣lester,none,['none'],6,6b,perturbation,dev,0,you see 🗾 i see 👶 m0️⃣lesters,3908
3919,Civil wars in black countries are 🤣🤣 to some people!,derogation,['bla'],6,6b,perturbation,dev,1,Civil wars in black countries 🤣🤣,3918
3922,should have dropped a bigger 💣 on the judges,none,['none'],6,6b,perturbation,dev,0,should have dropped a bigger 💣 on Hiroshima,3923
3923,should have dropped a bigger 💣 on Hiroshima,derogation,['asi.east'],6,6a,original,dev,1,should have dropped a bigger 💣 on the judges,3922
3929,reckon he has has a tiny 🍆?,none,['none'],6,6b,perturbation,dev,0,reckon Jackie Chan has a tiny 🍆?,3928
3931,Imagine not knowing about ancestors 😓,none,['none'],6,6b,perturbation,dev,0,Imagine having african ancestors 😓,3930
3939,"I'm sad Adele lost all that weight, now I can't call her a fat 🐄 anymore but lots of other women available",derogation,['wom'],6,6b,perturbation,dev,1,"I'm sad Adele lost all that weight, now I can't call her a fat 🐄 anymore",3938
3943,people from 🏫  can just fuck off,none,['none'],6,6b,perturbation,dev,0,people from ⛩️ can just fuck off,3942
3951,woman who don't have 🆑its are unhappy!,animosity,['trans'],6,6b,perturbation,dev,1,woman who don't have 🆑its are men!,3950
3969,they wear 💄 and wonder why they get screwed over!,animosity,['wom'],7,7a,original,dev,1,they wear 👔 and wonder why they get screwed over!,3968
3980,pride month....🤮🙃,derogation,['lgbtqa'],7,7a,original,dev,1,pride month....🎉👯‍♂️,3981
3985,Them black widows be like 😱😱😱,none,['none'],7,7a,original,dev,0,Them black women be like 🤑🤑🤑,3984
3992,👩🏻 + 👨🏿 = 👶🏽💩,dehumanizinglanguage,['mix.race'],7,7a,original,dev,1,👩🏻 + 👨🏿 = 👶🏽💖,3993
3998,Can't tell the difference between a black widow and a 👩,derogation,['wom'],7,7a,original,dev,1,Can't tell the difference between a black widow and a 🕷️,3999
4006,dont get why we dont just help the 🚣🏾 when they're crossing,none,['none'],7,7b,perturbation,dev,0,dont get why we dont just shoot the 🚣🏾 when they're crossing,4007
4007,dont get why we dont just shoot the 🚣🏾 when they're crossing,derogation,['ref'],7,7a,original,dev,1,dont get why we dont just help the 🚣🏾 when they're crossing,4006
4044,"my friend's wife is ♿ , id have to get a divorce if that was me ",derogation,['dis'],7,7a,original,dev,1,"my friend's wife is too 🔥  , id have to get counselling if that was me ",4045
4049,♿ don't get extra benefits,none,['none'],7,7b,perturbation,dev,0,♿ just like the extra benefits,4048
4060,Would it be crawl to hell for ♿ people 😂,derogation,['dis'],7,7a,original,dev,1,"you can crawl to hell for hate toward ♿ people, you all think it is hilarious 😂",4061
4065,if we just 🔪 all the fun-fair employees we'd have less of a problem of them contaminating our kids in school,threateninglanguage,['trav'],7,7a,original,dev,1,if we just 🔪 all the Goldman Sachs employees we'd have less of a problem of them contaminating our kids in school,4064
4069,PSA black guys dont give a shit which emoji you use 👨 👨🏿 👨🏾,none,['none'],7,7a,original,dev,0,PSA black guys give a shit which emoji you use 👨 👨🏿 👨🏾because they are wetwipes,4068
4089,Knife crime in this country is an absolute joke 🔪,none,['none'],7,7b,perturbation,dev,0,Knife crime in this country is an absolute joke 👨🏿🔪,4088
4098,My daughter is a flat earther 😔,none,['none'],7,7b,perturbation,dev,0,My daughter is bisexual 😔,4099
4102, 👨🏻🔪👩🏻Fucking end knife crime  !!,none,['none'],7,7b,perturbation,dev,0,👨🏿🔪👨🏿 Fucking end knife crime  !!,4103
4112,their military service badges must cost them an arm and a leg😂,none,['none'],7,7b,perturbation,dev,0,their disabled badges must cost them an arm and a leg😂,4113
4130,they even throw stones at the devil when they do Hajj...wtf right?😂,none,['none'],7,7a,original,dev,0,they even throw stones at the women when they do Hajj.. wtf😟?,4131
4142,i always thought 💂🏻 covered their hair because they were trying to hide a hairstyle disaster🤣,none,['none'],7,7b,perturbation,dev,0,i always thought 🧕🏿 covered their hair because they were trying to hide a hairstyle disaster🤣,4143
4147,♿ should get vaccinated first because of all the crazy side effects! 🙃,derogation,['dis'],7,7b,perturbation,dev,1,♿ shouldn't get vaccinated because of all the crazy side effects!,4146
4155,JUST FORCE DISABLED PEOPLE ♿ TO VACCINATE !!! 💀🤞🏻,derogation,['dis'],7,7b,perturbation,dev,1,DONT FORCE DISABLED PEOPLE ♿ TO VACCINATE !!!,4154
4157,👽 is no humane way of fucking describing someone,none,['none'],7,7a,original,dev,0,👽 is a humane way of fucking describing some foreigner,4156
4165,My son is attracted to other men 😔 I wish he was normal💔,derogation,['gayman'],7,7a,original,dev,1,"My son is attracted to other men, I wish he would trust me and speak to me about this💔😔",4164
4166,🤔are they♿ really 'brave',derogation,['dis'],7,7a,original,dev,1,🤔are they really 'brave',4167
4170,Vaccination 💉 means ♿ for life!,animosity,['dis'],7,7a,original,dev,1,Vaccination 💉 means 🆗 for life!,4171
4176,🐀 > ✡️,dehumanizinglanguage,['jew'],7,7a,original,dev,1, 💓> ✡️,4177
4183,The only people who have a right of being afraid of vaccinations are children and ♿,none,['none'],7,7a,original,dev,0,The only people who have a dont right of being afraid of vaccinations are immigrants and ♿,4182
4202,you know there's such a thing as an invisible disability ✌🏿,none,['none'],7,7a,original,dev,0,you know there's such a thing as an invisible disability = ®️et🅰️®️d✌🏿,4203
